instance_id,sweep_type,sweep_value,alpha,initial_delay_h,solver_name,status,feasible,optimal,runtime_s,mip_gap,best_bound,objective_value,fuel_cost_usd,port_call_cost_usd,strategy_penalty_usd,port_penalty_cost_usd,fueleu_penalty_usd,delay_cost_usd,misconnection_cost_usd,operational_cost_usd,service_cost_usd,recomputed_objective_usd,n_delayed,n_misconnected,n_skipped,n_swapped,total_fuel_t,total_co2_t,total_ets_eur,total_ets_usd,total_fueleu_penalty_usd,avg_ghg_gco2eq_per_mj,fueleu_compliant,cii_rating,attained_cii,required_cii,route_valid,strategy_consistent,timeline_monotone,objective_recompute_abs_gap,seed
delay_000,delay,0.0,0.5,0.0,Xpress,MIP_SOLUTION,True,True,0.011286500001006061,0.0,421502.8125,421502.8125,813515.625,500.0,3000.0,0.0,0.0,24990.0,1000.0,817015.625,25990.0,421502.8125,1,1,3,0,1355.859375,4222.14609375,274439.49609375,296394.65578125004,0.0,91.16,False,A,3.6492187499999997,7.121011183356904,True,True,True,0.0,42
delay_024,delay,24.0,0.5,24.0,Xpress,MIP_SOLUTION,True,False,0.009359300001960946,0.0023447878663089886,425477.8125,426477.8125,822515.625,1200.0,3250.0,0.0,0.0,24990.0,1000.0,826965.625,25990.0,426477.8125,1,1,1,2,1370.859375,4268.85609375,277475.64609374997,299673.69778125,0.0,91.16,False,A,3.6492187499999997,7.121011183356904,True,True,True,0.0,42
delay_048,delay,48.0,0.5,48.0,Xpress,MIP_SOLUTION,True,True,0.011186699997779215,0.0,545409.0625,545409.0625,818578.125,600.0,2750.0,0.0,0.0,267890.0,1000.0,821928.125,268890.0,545409.0625,3,1,2,2,1364.296875,4248.42046875,276147.33046875,298239.11690625,0.0,91.16000000000001,False,A,3.6492187499999997,7.121011183356904,True,True,True,0.0,42
delay_072,delay,72.0,0.5,72.0,Xpress,MIP_SOLUTION,True,True,0.01236109999808832,0.0,545409.0625,545409.0625,818578.125,600.0,2750.0,0.0,0.0,267890.0,1000.0,821928.125,268890.0,545409.0625,3,1,2,2,1364.296875,4248.42046875,276147.33046875,298239.11690625,0.0,91.16000000000001,False,A,3.6492187499999997,7.121011183356904,True,True,True,0.0,42
delay_096,delay,96.0,0.5,96.0,Xpress,MIP_SOLUTION,True,True,0.01141500000085216,0.0,545409.0625,545409.0625,818578.125,600.0,2750.0,0.0,0.0,267890.0,1000.0,821928.125,268890.0,545409.0625,3,1,2,2,1364.296875,4248.42046875,276147.33046875,298239.11690625,0.0,91.16000000000001,False,A,3.6492187499999997,7.121011183356904,True,True,True,0.0,42
